#BioGRID Interaction ID,Entrez Gene Interactor A,Entrez Gene Interactor B,BioGRID ID Interactor A,BioGRID ID Interactor B,Systematic Name Interactor A,Systematic Name Interactor B,Official Symbol Interactor A,Official Symbol Interactor B,Synonyms Interactor A,Synonyms Interactor B,Experimental System,Experimental System Type,Author,Publication Source,Organism ID Interactor A,Organism ID Interactor B,Throughput,Score,Modification,Qualifications,Tags,Source Database,SWISS-PROT Accessions Interactor A,TREMBL Accessions Interactor A,REFSEQ Accessions Interactor A,SWISS-PROT Accessions Interactor B,TREMBL Accessions Interactor B,REFSEQ Accessions Interactor B,Ontology Term IDs,Ontology Term Names,Ontology Term Categories,Ontology Term Qualifier IDs,Ontology Term Qualifier Names,Ontology Term Types,Organism Name Interactor A,Organism Name Interactor B
15341,322,7024,106819,112882,-,-,APBB1,TFCP2,FE65|MGC:9072|RIR,LBP1C|LSF|LSF1D|SEF|TFCP2C,Two-hybrid,physical,Zambrano N (1998),PUBMED:9685356,9606,9606,Low Throughput,-,-,-,-,BIOGRID,O00213,B7Z4M9,NP_001244250|NP_001244252|NP_001155|NP_001244254|NP_001244248|NP_001244249|NP_663722|NP_001244255,Q12800,A0A024R120,NP_001166924|NP_001166923|NP_005644,-,-,-,-,-,-,Homo sapiens,Homo sapiens
15372,10153,4801,115455,110867,-,-,CEBPZ,NFYB,CBF|CBF2|HSP-CBF|NOC1,CBF-A|CBF-B|HAP3|NF-YB,Two-hybrid,physical,Imbriano C (2001),PUBMED:11306579,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q03701,-,NP_005751,P25208,A0A024RBG7,NP_006157,-,-,-,-,-,-,Homo sapiens,Homo sapiens
15453,6935,10589,112796,115838,RP11-472N13.4,-,ZEB1,DRAP1,AREB6|BZP|DELTAEF1|FECD6|NIL2A|PPCD3|TCF8|ZFHEP|ZFHX1A,NC2-alpha,Two-hybrid,physical,Ikeda K (1998),PUBMED:9418848,9606,9606,Low Throughput,-,-,-,-,BIOGRID,P37275,B2RBI8,NP_001310586|NP_001310604|NP_001310592|NP_001310589|NP_001310588|NP_001310587|NP_001310605|NP_001310585|NP_001310607|NP_001310583|NP_001310601|NP_001310581|NP_001310603|NP_001167565|NP_001167564|NP_001167567|NP_001167566|NP_001310600|NP_001310582|NP_001310576|NP_001310577|NP_001310574|NP_001310575|NP_001310572|NP_001310573|NP_001310570|NP_001310571|NP_001310580|NP_001310578|NP_001310579|NP_001310584|NP_001310594|NP_001310595|NP_001310590|NP_001310591|NP_001121600|NP_001310593|NP_110378|NP_001310602|NP_001310567|NP_001310606,Q14919,-,NP_006433,-,-,-,-,-,-,Homo sapiens,Homo sapiens
15454,6935,10524,112796,115779,RP11-472N13.4,-,ZEB1,KAT5,AREB6|BZP|DELTAEF1|FECD6|NIL2A|PPCD3|TCF8|ZFHEP|ZFHX1A,ESA1|HTATIP|HTATIP1|PLIP|TIP|TIP60|ZC2HC5|cPLA2,Two-hybrid,physical,Hlubek F (2001),PUBMED:11275565,9606,9606,Low Throughput,-,-,-,-,BIOGRID,P37275,B2RBI8,NP_001310586|NP_001310604|NP_001310592|NP_001310589|NP_001310588|NP_001310587|NP_001310605|NP_001310585|NP_001310607|NP_001310583|NP_001310601|NP_001310581|NP_001310603|NP_001167565|NP_001167564|NP_001167567|NP_001167566|NP_001310600|NP_001310582|NP_001310576|NP_001310577|NP_001310574|NP_001310575|NP_001310572|NP_001310573|NP_001310570|NP_001310571|NP_001310580|NP_001310578|NP_001310579|NP_001310584|NP_001310594|NP_001310595|NP_001310590|NP_001310591|NP_001121600|NP_001310593|NP_110378|NP_001310602|NP_001310567|NP_001310606,Q92993,A0A024R597|A0A024R5E8,NP_006379|NP_001193762|NP_874368|NP_874369,-,-,-,-,-,-,Homo sapiens,Homo sapiens
15616,4692,1869,110772,108201,-,-,NDN,E2F1,HsT16328|PWCR,E2F-1|RBAP1|RBBP3|RBP3,Two-hybrid,physical,Taniura H (1998),PUBMED:9422723,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q99608,X5D982,NP_002478,Q01094,Q9BSD8,NP_005216,-,-,-,-,-,-,Homo sapiens,Homo sapiens
15662,472,25,106962,106543,-,RP11-83J21.1,ATM,ABL1,AT1|ATA|ATC|ATD|ATDC|ATE|TEL1|TELO1,ABL|JTK7|bcr/abl|c-ABL|c-ABL1|p150|v-abl,Two-hybrid,physical,Shafman T (1997),PUBMED:9168117,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q13315,A0A024R3C7,NP_001338763|NP_000042,P00519,A0A024R8E2|Q59FK4,NP_009297|NP_005148,-,-,-,-,-,-,Homo sapiens,Homo sapiens
15694,4914,25,110969,106543,-,RP11-83J21.1,NTRK1,ABL1,MTC|TRK|TRK1|TRKA|Trk-A|p140-TrkA,ABL|JTK7|bcr/abl|c-ABL|c-ABL1|p150|v-abl,Two-hybrid,physical,Koch A (2000),PUBMED:10708759,9606,9606,Low Throughput,-,-,-,-,BIOGRID,P04629,X5DR71,NP_001007793|NP_002520|NP_001012331,P00519,A0A024R8E2|Q59FK4,NP_009297|NP_005148,-,-,-,-,-,-,Homo sapiens,Homo sapiens
15746,5910,3265,111845,109501,-,-,RAP1GDS1,HRAS,GDS1|SmgGDS,C-BAS/HAS|C-H-RAS|C-HA-RAS1|CTLO|H-RASIDX|HAMSV|HRAS1|RASH1|p21ras,Two-hybrid,physical,Vikis HG (2002),PUBMED:11948427,9606,9606,Low Throughput,-,-,-,-,BIOGRID,P52306,B7Z4M5|B3KNU0|Q6U7G8,NP_066982|NP_001093900|NP_001093899|NP_001093898|NP_001093897|NP_001093896,P01112,X5D945,NP_001123914|NP_005334|NP_789765,-,-,-,-,-,-,Homo sapiens,Homo sapiens
15784,84941,2242,124375,108533,-,-,HSH2D,FES,ALX|HSH2,FPS,Two-hybrid,physical,Oda T (2001),PUBMED:11700021,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q96JZ2,-,NP_116244|NP_001278203,P07332,A0A024RC92,NP_001996|NP_001137256|NP_001137257|NP_001137255,-,-,-,-,-,-,Homo sapiens,Homo sapiens
15805,5910,3845,111845,110043,-,-,RAP1GDS1,KRAS,GDS1|SmgGDS,C-K-RAS|CFC2|K-RAS2A|K-RAS2B|K-RAS4A|K-RAS4B|KI-RAS|KRAS1|KRAS2|NS|NS3|RASK2,Two-hybrid,physical,Vikis HG (2002),PUBMED:11948427,9606,9606,Low Throughput,-,-,-,-,BIOGRID,P52306,B7Z4M5|B3KNU0|Q6U7G8,NP_066982|NP_001093900|NP_001093899|NP_001093898|NP_001093897|NP_001093896,P01116,A0A024RAV5|I1SRC5|L7RSL8,NP_001356716|NP_203524|NP_001356715|NP_004976,-,-,-,-,-,-,Homo sapiens,Homo sapiens
15882,6714,2048,112592,108362,RP5-823N20.1,-,SRC,EPHB2,ASV|SRC1|c-SRC|p60-Src,CAPB|DRT|EK5|EPHT3|ERK|Hek5|PCBC|Tyro5,Two-hybrid,physical,Zisch AH (1998),PUBMED:9632142,9606,9606,Low Throughput,-,-,-,-,BIOGRID,P12931,-,NP_938033|NP_005408,P29323,-,NP_001296121|NP_004433|NP_001296122|NP_059145,-,-,-,-,-,-,Homo sapiens,Homo sapiens
16011,7046,7048,112904,112906,RP11-96L7.1,-,TGFBR1,TGFBR2,AAT5|ACVRLK4|ALK-5|ALK5|ESS1|LDS1|LDS1A|LDS2A|MSSE|SKR4|TGFR-1|tbetaR-I,AAT3|FAA3|LDS1B|LDS2|LDS2B|MFS2|RIIC|TAAD2|TGFR-2|TGFbeta-RII,Two-hybrid,physical,Kawabata M (1995),PUBMED:7890683,9606,9606,Low Throughput,-,-,-,-,BIOGRID,P36897,Q5T7S2,NP_004603|NP_001124388|NP_001293139,P37173,D2JYI1|A3QNQ0,NP_003233|NP_001020018,-,-,-,-,-,-,Homo sapiens,Homo sapiens
16154,7134,7138,112988,112992,-,-,TNNC1,TNNT1,CMD1Z|CMH13|TN-C|TNC|TNNC,ANM|NEM5|STNT|TNT|TNTS,Two-hybrid,physical,Stefancsik R (1998),PUBMED:9448267,9606,9606,Low Throughput,-,-,-,-,BIOGRID,P63316,Q6FH91,NP_003271,P13805,-,NP_001119605|NP_001119604|NP_001278703|NP_003274,-,-,-,-,-,-,Homo sapiens,Homo sapiens
16245,7128,8887,112983,114405,RP11-356I2.3,PRO0105,TNFAIP3,TAX1BP1,A20|OTUD7C|TNFA1P2,CALCOCO3|T6BP|TXBP151,Two-hybrid,physical,De Valck D (1999),PUBMED:10435631,9606,9606,Low Throughput,-,-,-,-,BIOGRID,P21580,-,NP_001257437|NP_001257436|NP_006281,Q86VP1,A4D196|B4DSG5,NP_001073333|NP_001193830|NP_001193831|NP_001349723|NP_001349724|NP_006015,-,-,-,-,-,-,Homo sapiens,Homo sapiens
16305,7157,51741,113010,119707,-,-,TP53,WWOX,BCC7|LFS1|P53|TRP53,D16S432E|FOR|FRA16D|HHCMA56|PRO0128|SCAR12|SDR41C1|WOX1,Two-hybrid,physical,Chang NS (2001),PUBMED:11058590,9606,9606,Low Throughput,-,-,-,-,BIOGRID,P04637,H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8,NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689,Q9NZC7,-,NP_057457|NP_570859|NP_001278926|NP_570607,-,-,-,-,-,-,Homo sapiens,Homo sapiens
16334,7157,8556,113010,114126,-,-,TP53,CDC14A,BCC7|LFS1|P53|TRP53,cdc14|hCDC14,Two-hybrid,physical,Li L (2000),PUBMED:10644693,9606,9606,Low Throughput,-,-,-,-,BIOGRID,P04637,H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8,NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689,Q9UNH5,Q59EF4,NP_201570|NP_201569|NP_003663,-,-,-,-,-,-,Homo sapiens,Homo sapiens
16453,7132,5708,112986,111681,-,-,TNFRSF1A,PSMD2,CD120a|FPF|MS5|TBP1|TNF-R|TNF-R-I|TNF-R55|TNFAR|TNFR1|TNFR1-d2|TNFR55|TNFR60|p55|p55-R|p60,P97|RPN1|S2|TRAP2,Two-hybrid,physical,Boldin MP (1995),PUBMED:7601280,9606,9606,Low Throughput,-,-,-,-,BIOGRID,P19438,-,NP_001333021|NP_001333020|NP_001056,Q13200,-,NP_001265637|NP_001265638|NP_002799,-,-,-,-,-,-,Homo sapiens,Homo sapiens
16454,7132,5708,112986,111681,-,-,TNFRSF1A,PSMD2,CD120a|FPF|MS5|TBP1|TNF-R|TNF-R-I|TNF-R55|TNFAR|TNFR1|TNFR1-d2|TNFR55|TNFR60|p55|p55-R|p60,P97|RPN1|S2|TRAP2,Two-hybrid,physical,Dunbar JD (1997),PUBMED:9126987,9606,9606,Low Throughput,-,-,-,-,BIOGRID,P19438,-,NP_001333021|NP_001333020|NP_001056,Q13200,-,NP_001265637|NP_001265638|NP_002799,-,-,-,-,-,-,Homo sapiens,Homo sapiens
16504,3791,25759,109992,117302,-,-,KDR,SHC2,CD309|FLK1|VEGFR|VEGFR2,SCK|SHCB|SLI,Two-hybrid,physical,Warner AJ (2000),PUBMED:10749680,9606,9606,Low Throughput,-,-,-,-,BIOGRID,P35968,A0A024RD88,NP_002244,P98077,-,NP_036567,-,-,-,-,-,-,Homo sapiens,Homo sapiens
16509,4921,6464,110975,112361,RP11-572K18.1,RP11-307C12.1,DDR2,SHC1,MIG20a|NTRKR3|TKT|TYRO10,SHC|SHCA,Two-hybrid,physical,Ikeda K (2002),PUBMED:11884411,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q16832,A0A024R906,NP_001014796|NP_006173,P29353,-,NP_001189788|NP_001123512|NP_001123513|NP_892113|NP_003020,-,-,-,-,-,-,Homo sapiens,Homo sapiens
16618,999,1500,107434,107881,-,-,CDH1,CTNND1,Arc-1|CD324|CDHE|ECAD|LCAM|UVO,CAS|CTNND|P120CAS|P120CTN|p120|p120(CAS)|p120(CTN),Two-hybrid,physical,Daniel JM (1995),PUBMED:7651399,9606,9606,Low Throughput,-,-,-,-,BIOGRID,P12830,-,NP_001304113|NP_001304115|NP_004351|NP_001304114,O60716,-,NP_001078931|NP_001078930|NP_001078933|NP_001078932|NP_001078935|NP_001078934|NP_001078937|NP_001078936|NP_001078938|NP_001322|NP_001193816|NP_001193817|NP_001193814|NP_001193815|NP_001193812|NP_001193813|NP_001193818|NP_001193819|NP_001078927|NP_001078928|NP_001078929|NP_001193820,-,-,-,-,-,-,Homo sapiens,Homo sapiens
16637,999,79872,107434,122960,-,-,CDH1,CBLL1,Arc-1|CD324|CDHE|ECAD|LCAM|UVO,HAKAI|RNF188,Two-hybrid,physical,Fujita Y (2002),PUBMED:11836526,9606,9606,Low Throughput,-,-,-,-,BIOGRID,P12830,-,NP_001304113|NP_001304115|NP_004351|NP_001304114,Q75N03,B4DDV7,NP_001271220|NP_079090,-,-,-,-,-,-,Homo sapiens,Homo sapiens
16680,3672,274,109879,106771,-,-,ITGA1,BIN1,CD49a|VLA1,AMPH2|AMPHL|SH3P9,Two-hybrid,physical,Wixler V (1999),PUBMED:10094488,9606,9606,Low Throughput,-,-,-,-,BIOGRID,P56199,-,NP_852478,O00499,A0A024RAJ2|A0A024RAE9|Q9BTH3|B7Z6Y2|A0A024RAF6|A0A024RAG8|A0A024RAI6|A0A024RAF1|A0A024RAI5|A0A024RAF0|A0A024RAI4|A0A024RAJ3|A0A024RAG9,NP_004296|NP_647601|NP_647600|NP_001307561|NP_001307569|NP_001307563|NP_001307562|NP_647599|NP_647598|NP_001307570|NP_001307571|NP_647595|NP_647594|NP_647597|NP_647596|NP_647593,-,-,-,-,-,-,Homo sapiens,Homo sapiens
16693,3676,8726,109883,114265,-,-,ITGA4,EED,CD49D|IA4,HEED|WAIT1,Two-hybrid,physical,Rietzler M (1998),PUBMED:9765275,9606,9606,Low Throughput,-,-,-,-,BIOGRID,P13612,-,NP_001303241|NP_000876,O75530,E9PJK2,NP_001294936|NP_694536|NP_003788,-,-,-,-,-,-,Homo sapiens,Homo sapiens
16741,2313,2623,108602,108893,-,-,FLI1,GATA1,EWSR2|SIC-1,ERYF1|GATA-1|GF-1|GF1|NF-E1|NFE1|XLANP|XLTDA|XLTT,Two-hybrid,physical,Eisbacher M (2003),PUBMED:12724402,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q01543,A0A024R3K4|A0A024R3M5|A0A024R3N6,NP_001257939|NP_002008|NP_001257941|NP_001161153,P15976,-,NP_002040,-,-,-,-,-,-,Homo sapiens,Homo sapiens
16797,7428,2316,113269,108605,-,XX-FW83128A1.1,VHL,FLNA,HRCA1|RCA1|VHL1|pVHL,ABP-280|ABPX|CSBS|CVD1|FLN|FLN-A|FLN1|FMD|MNS|NHBP|OPD|OPD1|OPD2|XLVD|XMVD,Two-hybrid,physical,Tsuchiya H (1996),PUBMED:8674032,9606,9606,Low Throughput,-,-,-,-,BIOGRID,P40337,A0A024R2F2,NP_000542|NP_937799,P21333,Q60FE5|Q6NXF2,NP_001447|NP_001104026,-,-,-,-,-,-,Homo sapiens,Homo sapiens
16798,7428,2316,113269,108605,-,XX-FW83128A1.1,VHL,FLNA,HRCA1|RCA1|VHL1|pVHL,ABP-280|ABPX|CSBS|CVD1|FLN|FLN-A|FLN1|FMD|MNS|NHBP|OPD|OPD1|OPD2|XLVD|XMVD,Two-hybrid,physical,Zhou MI (2002),PUBMED:12169691,9606,9606,Low Throughput,-,-,-,-,BIOGRID,P40337,A0A024R2F2,NP_000542|NP_937799,P21333,Q60FE5|Q6NXF2,NP_001447|NP_001104026,-,-,-,-,-,-,Homo sapiens,Homo sapiens
16803,7428,7411,113269,113254,-,RP13-228J13.4,VHL,VBP1,HRCA1|RCA1|VHL1|pVHL,PFD3|PFDN3|VBP-1,Two-hybrid,physical,Tsuchiya H (1996),PUBMED:8674032,9606,9606,Low Throughput,-,-,-,-,BIOGRID,P40337,A0A024R2F2,NP_000542|NP_937799,P61758,B4DWR3,NP_001290472|NP_001290473|NP_001290474|NP_003363,-,-,-,-,-,-,Homo sapiens,Homo sapiens
16805,7428,79960,113269,123029,-,-,VHL,JADE1,HRCA1|RCA1|VHL1|pVHL,PHF17,Two-hybrid,physical,Zhou MI (2002),PUBMED:12169691,9606,9606,Low Throughput,-,-,-,-,BIOGRID,P40337,A0A024R2F2,NP_000542|NP_937799,Q6IE81,B4E2E2,NP_079176|NP_001274371|NP_001274370|NP_001274372|NP_955352|NP_001274366|NP_001274368|NP_001274369,-,-,-,-,-,-,Homo sapiens,Homo sapiens
16834,7515,3980,113349,110168,-,-,XRCC1,LIG3,RCC,LIG2,Two-hybrid,physical,Whitehouse CJ (2001),PUBMED:11163244,9606,9606,Low Throughput,-,-,-,-,BIOGRID,P18887,B2RCY5|Q59HH7,NP_006288,P49916,E5KLB5|E5KLB6,NP_039269|NP_002302,-,-,-,-,-,-,Homo sapiens,Homo sapiens
16839,7515,11284,113349,116440,-,-,XRCC1,PNKP,RCC,EIEE10|MCSZ|PNK,Two-hybrid,physical,Whitehouse CJ (2001),PUBMED:11163244,9606,9606,Low Throughput,-,-,-,-,BIOGRID,P18887,B2RCY5|Q59HH7,NP_006288,Q96T60,-,NP_009185,-,-,-,-,-,-,Homo sapiens,Homo sapiens
16859,7572,7727,113403,113516,-,-,ZNF24,ZNF174,KOX17|RSG-A|ZNF191|ZSCAN3|Zfp191,ZSCAN8,Two-hybrid,physical,Williams AJ (1999),PUBMED:10567577,9606,9606,Low Throughput,-,-,-,-,BIOGRID,P17028,-,NP_008896|NP_001295052,Q15697,-,NP_003441|NP_001027463,-,-,-,-,-,-,Homo sapiens,Homo sapiens
16862,7556,10155,113388,115457,-,-,ZNF10,TRIM28,KOX1,KAP1|PPP1R157|RNF96|TF1B|TIF1B,Two-hybrid,physical,Moosmann P (1996),PUBMED:9016654,9606,9606,Low Throughput,-,-,-,-,BIOGRID,P21506,Q9UG14,NP_056209,Q13263,-,NP_005753,-,-,-,-,-,-,Homo sapiens,Homo sapiens
16864,7556,8805,113388,114333,-,-,ZNF10,TRIM24,KOX1,PTC6|RNF82|TF1A|TIF1|TIF1A|TIF1ALPHA|hTIF1,Two-hybrid,physical,Moosmann P (1996),PUBMED:9016654,9606,9606,Low Throughput,-,-,-,-,BIOGRID,P21506,Q9UG14,NP_056209,O15164,A0A024R784,NP_003843|NP_056989,-,-,-,-,-,-,Homo sapiens,Homo sapiens
17020,10466,4210,115729,110374,-,-,COG5,MEFV,CDG2I|GOLTC1|GTC90,FMF|MEF|TRIM20,Two-hybrid,physical,Chen X (2000),PUBMED:10782044,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q9UP83,-,NP_001366443|NP_001366441|NP_001366440|NP_001366445|NP_001366444|NP_006339|NP_859422|NP_001154992,O15553,D2DTW2,NP_001185465|NP_000234,-,-,-,-,-,-,Homo sapiens,Homo sapiens
17055,4647,55591,110731,120736,-,-,MYO7A,VEZT,DFNA11|DFNB2|MYOVIIA|MYU7A|NSRD2|USH1B,VEZATIN,Two-hybrid,physical,Kuessel-Andermann P (2000),PUBMED:11080149,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q13402,B9A012,NP_000251|NP_001120652|NP_001120651,Q9HBM0,-,NP_060069,-,-,-,-,-,-,Homo sapiens,Homo sapiens
17064,7507,29935,113344,118975,RP11-244N9.4,RP1-117P19.1,XPA,RPA4,XP1|XPAC,HSU24186,Two-hybrid,physical,Li L (1995),PUBMED:7565690,9606,9606,Low Throughput,-,-,-,-,BIOGRID,P23025,-,NP_000371,Q13156,-,NP_037479,-,-,-,-,-,-,Homo sapiens,Homo sapiens
17072,7508,5886,113345,111823,-,-,XPC,RAD23A,RAD4|XP3|XPCC|p125,HHR23A|HR23A,Two-hybrid,physical,Li L (1997),PUBMED:9164480,9606,9606,Low Throughput,-,-,table 1.,-,BIOGRID,Q01831,X5DRB1,NP_004619|NP_001341659|NP_001139241|NP_001341656|NP_001341658,P54725,A8K1J3|A0A024R7G8,NP_005044|NP_001257291|NP_001257292,-,-,-,-,-,-,Homo sapiens,Homo sapiens
17117,2316,80790,108605,123313,XX-FW83128A1.1,-,FLNA,CMIP,ABP-280|ABPX|CSBS|CVD1|FLN|FLN-A|FLN1|FMD|MNS|NHBP|OPD|OPD1|OPD2|XLVD|XMVD,TCMIP,Two-hybrid,physical,Grimbert P (2004),PUBMED:15128042,9606,9606,Low Throughput,-,-,-,-,BIOGRID,P21333,Q60FE5|Q6NXF2,NP_001447|NP_001104026,Q8IY22,A0A087WU05,NP_938204|NP_085132,-,-,-,-,-,-,Homo sapiens,Homo sapiens
17119,367,2316,106862,108605,RP11-383C12.1,XX-FW83128A1.1,AR,FLNA,AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM,ABP-280|ABPX|CSBS|CVD1|FLN|FLN-A|FLN1|FMD|MNS|NHBP|OPD|OPD1|OPD2|XLVD|XMVD,Two-hybrid,physical,Loy CJ (2003),PUBMED:12682292,9606,9606,Low Throughput,-,-,-,-,BIOGRID,P10275,F1D8N5,NP_001011645|NP_000035,P21333,Q60FE5|Q6NXF2,NP_001447|NP_001104026,-,-,-,-,-,-,Homo sapiens,Homo sapiens
17123,2316,7204,108605,113055,XX-FW83128A1.1,-,FLNA,TRIO,ABP-280|ABPX|CSBS|CVD1|FLN|FLN-A|FLN1|FMD|MNS|NHBP|OPD|OPD1|OPD2|XLVD|XMVD,ARHGEF23|tgat,Two-hybrid,physical,Bellanger JM (2000),PUBMED:11146652,9606,9606,Low Throughput,-,-,-,-,BIOGRID,P21333,Q60FE5|Q6NXF2,NP_001447|NP_001104026,O75962,-,NP_009049,-,-,-,-,-,-,Homo sapiens,Homo sapiens
17129,2316,846,108605,107296,XX-FW83128A1.1,-,FLNA,CASR,ABP-280|ABPX|CSBS|CVD1|FLN|FLN-A|FLN1|FMD|MNS|NHBP|OPD|OPD1|OPD2|XLVD|XMVD,CAR|EIG8|FHH|FIH|GPRC2A|HHC|HHC1|HYPOC1|NSHPT|PCAR1,Two-hybrid,physical,Hjaelm G (2001),PUBMED:11390380,9606,9606,Low Throughput,-,-,-,-,BIOGRID,P21333,Q60FE5|Q6NXF2,NP_001447|NP_001104026,P41180,-,NP_001171536|NP_000379,-,-,-,-,-,-,Homo sapiens,Homo sapiens
17140,3054,2551,109304,108826,-,-,HCFC1,GABPA,CFF|HCF|HCF-1|HCF1|HFC1|MRX3|PPP1R89|VCAF,E4TF1-60|E4TF1A|NFT2|NRF2|NRF2A|RCH04A07,Two-hybrid,physical,Vogel JL (2000),PUBMED:10675337,9606,9606,Low Throughput,-,-,-,-,BIOGRID,P51610,A6NEM2,NP_005325,Q06546,A8IE48|Q8IYS3,NP_001184226|NP_002031,-,-,-,-,-,-,Homo sapiens,Homo sapiens
17185,186,57509,106692,121573,-,-,AGTR2,MTUS1,AT2|ATGR2|MRX88,ATBP|ATIP|ICIS|MP44|MTSG1,Two-hybrid,physical,Nouet S (2004),PUBMED:15123706,9606,9606,Low Throughput,-,-,-,-,BIOGRID,P50052,-,NP_000677,Q9ULD2,-,NP_001349987|NP_065800|NP_001159865|NP_001317399|NP_001001931|NP_001001924|NP_001001925|NP_001349990|NP_001349991|NP_001349988,-,-,-,-,-,-,Homo sapiens,Homo sapiens
17223,10048,8237,115359,113866,-,RP4-659F15.2,RANBP9,USP11,BPM-L|BPM90|RANBPM|RanBP7,UHX1,Two-hybrid,physical,Ideguchi H (2002),PUBMED:12084015,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q96S59,A0A024QZW3,NP_005484,P51784,B4DGK3,NP_004642|NP_001358001,-,-,-,-,-,-,Homo sapiens,Homo sapiens
17282,6421,4841,112319,110904,-,-,SFPQ,NONO,POMP100|PPP1R140|PSF,NMT55|NRB54|P54|P54NRB|PPP1R114,Two-hybrid,physical,Peng R (2002),PUBMED:12403470,9606,9606,Low Throughput,-,-,-,-,BIOGRID,P23246,Q86VG2,NP_005057,Q15233,-,NP_001138882|NP_001138880|NP_001138881|NP_031389,-,-,-,-,-,-,Homo sapiens,Homo sapiens
17299,5170,5584,111196,111570,-,-,PDPK1,PRKCI,PDK1|PDPK2|PDPK2P|PRO0461,DXS1179E|PKCI|nPKC-iota,Two-hybrid,physical,Balendran A (2000),PUBMED:10764742,9606,9606,Low Throughput,-,-,-,-,BIOGRID,O15530,E9PER6,NP_002604|NP_001248745|NP_112558,P41743,-,NP_002731,-,-,-,-,-,-,Homo sapiens,Homo sapiens
17306,660,11099,107128,116280,-,-,BMX,PTPN21,ETK|PSCTK2|PSCTK3,PTPD1|PTPRL10,Two-hybrid,physical,Jui HY (2000),PUBMED:11013262,9606,9606,Low Throughput,-,-,-,-,BIOGRID,P51813,-,NP_975010|NP_001712|NP_001307795,Q16825,-,NP_008970,-,-,-,-,-,-,Homo sapiens,Homo sapiens
17340,705,7216,107167,113067,RP5-973N23.2,RP6-14C6.1,BYSL,TRO,BYSTIN,MAGE-d3|MAGED3,Two-hybrid,physical,Suzuki N (1998),PUBMED:9560222,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q13895,-,NP_004044,Q12816,A0A024R9X0|Q9BX91|Q9BX90|Q9BX88|G5E9N2|B4DK08,NP_001258113|NP_001258112|NP_808225|NP_057241|NP_808224|NP_001034794,-,-,-,-,-,-,Homo sapiens,Homo sapiens
17368,4435,4089,110572,110264,-,-,CITED1,SMAD4,MSG1,DPC4|JIP|MADH4|MYHRS,Two-hybrid,physical,Shioda T (1998),PUBMED:9707553,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q99966,-,NP_004134|NP_001138358|NP_001138359|NP_001138357,Q13485,A0A024R274,NP_005350,-,-,-,-,-,-,Homo sapiens,Homo sapiens
17372,84665,89,124185,106604,-,-,MYPN,ACTN3,CMD1DD|CMH22|MYOP|RCM4,-,Two-hybrid,physical,Bang ML (2001),PUBMED:11309420,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q86TC9,A0A087WX60,NP_001243197|NP_001243196|NP_115967,Q08043,B4DZQ2|A0A087WSZ2,NP_001245300|NP_001095,-,-,-,-,-,-,Homo sapiens,Homo sapiens
17394,10716,8573,115942,114141,-,RP11-540L11.1,TBR1,CASK,TBR-1|TES-56,CAGH39|CAMGUK|CMG|FGS4|LIN2|MICPCH|MRXSNA|TNRC8,Two-hybrid,physical,Hsueh YP (2000),PUBMED:10749215,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q16650,-,NP_006584,O14936,-,NP_001354650|NP_001119527|NP_001119526|NP_003679,-,-,-,-,-,-,Homo sapiens,Homo sapiens
17403,3397,8573,109623,114141,-,RP11-540L11.1,ID1,CASK,ID|bHLHb24,CAGH39|CAMGUK|CMG|FGS4|LIN2|MICPCH|MRXSNA|TNRC8,Two-hybrid,physical,Qi J (2005),PUBMED:15694377,9606,9606,Low Throughput,-,-,-,-,BIOGRID,P41134,-,NP_851998|NP_002156,O14936,-,NP_001354650|NP_001119527|NP_001119526|NP_003679,-,-,-,-,-,-,Homo sapiens,Homo sapiens
